id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1249837827526975491,1249837827526975491,1586819533000,2020-04-13,19:12:13,EDT,1084924525232513025,govbilllee,Gov. Bill Lee,,"To assist in our phased reboot of TN's economy, we've created the Economic Recovery Group, led by @TNVacation Commissioner Ezell, to develop industry-specific guidance so that businesses across the state can be prepared to operate safely.

Plus, more from today's COVID-19 update. pic.twitter.com/8FBSrgkFhv",['tnvacation'],[],[],66,47,131,[],[],https://twitter.com/GovBillLee/status/1249837827526975491,False,,1,,,,,,,"[{'user_id': '1084924525232513025', 'username': 'GovBillLee'}, {'user_id': '16302758', 'username': 'TNVacation'}]",,,,
1249821809991614465,1249821809991614465,1586815714000,2020-04-13,18:08:34,EDT,1084924525232513025,govbilllee,Gov. Bill Lee,,"NEW #COVID19 Bulletin: 

- Stay at Home Order Extension 
- Creation of Economic Recovery Group 

 http://bit.ly/2XzAY0i  pic.twitter.com/clCxeaNkwF",[],['http://bit.ly/2XzAY0i'],['https://pbs.twimg.com/media/EVhCTaCWoAEGO1B.jpg'],47,20,38,['#covid19'],[],https://twitter.com/GovBillLee/status/1249821809991614465,False,,0,,,,,,,"[{'user_id': '1084924525232513025', 'username': 'GovBillLee'}]",,,,
1249811126189199360,1249811126189199360,1586813167000,2020-04-13,17:26:07,EDT,1084924525232513025,govbilllee,Gov. Bill Lee,,"For the health and safety of every Tennessean, I have extended the statewide safer at home order through April 30. 

COVID-19 is a serious threat to our state, and we must continue our efforts to flatten the curve. 

 https://bit.ly/3b7Z8mr  pic.twitter.com/Upzr8JEyaB",[],['https://bit.ly/3b7Z8mr'],['https://pbs.twimg.com/media/EVg4arJWkAcRxVK.jpg'],340,374,934,[],[],https://twitter.com/GovBillLee/status/1249811126189199360,False,,0,,,,,,,"[{'user_id': '1084924525232513025', 'username': 'GovBillLee'}]",,,,
1249786936472023046,1249786936472023046,1586807400000,2020-04-13,15:50:00,EDT,1084924525232513025,govbilllee,Gov. Bill Lee,,"WATCH LIVE: COVID-19 UPDATE

3:00 CT / 4:00 ET

ASL Interpreter:  http://bit.ly/2K0qOh1 
Facebook Live:  http://bit.ly/3doyIhP  pic.twitter.com/vb7KeMpSPl",[],"['http://bit.ly/2K0qOh1', 'http://bit.ly/3doyIhP']",['https://pbs.twimg.com/media/EVggjD5XYAMA_5i.jpg'],52,20,30,[],[],https://twitter.com/GovBillLee/status/1249786936472023046,False,,0,,,,,,,"[{'user_id': '1084924525232513025', 'username': 'GovBillLee'}]",,,,
1249725246640467972,1249725246640467972,1586792692000,2020-04-13,11:44:52,EDT,1084924525232513025,govbilllee,Gov. Bill Lee,,Devastating storms ripped across Hamilton and Bradley counties overnight resulting in loss of life and significant property damage. I will be on the ground in the area tomorrow as our team continues assisting with search and rescue efforts today. pic.twitter.com/cwBVCM4dnC,[],[],[],40,81,320,[],[],https://twitter.com/GovBillLee/status/1249725246640467972,False,,1,,,,,,,"[{'user_id': '1084924525232513025', 'username': 'GovBillLee'}]",,,,
1249370226673811463,1249370226673811463,1586708048000,2020-04-12,12:14:08,EDT,1084924525232513025,govbilllee,Gov. Bill Lee,,"While Easter looks different this year, we still remember God’s promises for good and celebrate eternal hope today. Maria and I wish Tennesseans a joyful Easter and hearts filled with peace. pic.twitter.com/bXWEihPQIU",[],[],[],103,87,1049,[],[],https://twitter.com/GovBillLee/status/1249370226673811463,False,,1,,,,,,,"[{'user_id': '1084924525232513025', 'username': 'GovBillLee'}]",,,,
1249079778671497217,1249079778671497217,1586638800000,2020-04-11,17:00:00,EDT,1084924525232513025,govbilllee,Gov. Bill Lee,,"Stay connected during COVID-19. 

Broadband providers are offering free temporary internet service, waiving disconnect and late fees, and providing access to wi-fi hot spots to help Tennesseans access the services they need from home. 

Learn more: https://tnecd.com/news/stay-connected-during-quarantine/ …",[],['https://tnecd.com/news/stay-connected-during-quarantine/'],[],44,39,99,[],[],https://twitter.com/GovBillLee/status/1249079778671497217,False,,0,,,,,,,"[{'user_id': '1084924525232513025', 'username': 'GovBillLee'}]",,,,
1249042028022939649,1249042028022939649,1586629800000,2020-04-11,14:30:00,EDT,1084924525232513025,govbilllee,Gov. Bill Lee,,"We’re grateful to the Tennesseans who are providing essential services during this pandemic. 

If your family needs child care, visit the @TNHumanServices website to locate a licensed provider in your community. 

More info:  https://bit.ly/3b1jzBx .",['tnhumanservices'],['https://bit.ly/3b1jzBx'],[],12,19,52,[],[],https://twitter.com/GovBillLee/status/1249042028022939649,False,,0,,,,,,,"[{'user_id': '1084924525232513025', 'username': 'GovBillLee'}, {'user_id': '1621367041', 'username': 'TNHumanServices'}]",,,,
1249026928696348674,1249026928696348674,1586626200000,2020-04-11,13:30:00,EDT,1084924525232513025,govbilllee,Gov. Bill Lee,,Have a question about COVID-19? Call a @TNDeptofHealth Public Information Line or visit  http://tn.gov/ncov . pic.twitter.com/IPccp3KbVD,['tndeptofhealth'],['http://tn.gov/ncov'],['https://pbs.twimg.com/media/EVVZSQkWsAADFJS.jpg'],4,9,23,[],[],https://twitter.com/GovBillLee/status/1249026928696348674,False,,0,,,,,,,"[{'user_id': '1084924525232513025', 'username': 'GovBillLee'}, {'user_id': '84678363', 'username': 'TNDeptofHealth'}]",,,,
1249011830493573121,1249011830493573121,1586622600000,2020-04-11,12:30:00,EDT,1084924525232513025,govbilllee,Gov. Bill Lee,,"Our state's front-line crisis services system is well-equipped to meet the needs of Tennesseans feeling the effects of COVID-19. 

Call TN's Statewide Crisis Line at 855-CRISIS-1 (855-274-7471) or text ""TN"" to 741741 to talk to someone who can help. pic.twitter.com/f4LujJNcBR",[],[],['https://pbs.twimg.com/media/EVVZHpRXYAEV8AD.jpg'],40,42,82,[],[],https://twitter.com/GovBillLee/status/1249011830493573121,False,,0,,,,,,,"[{'user_id': '1084924525232513025', 'username': 'GovBillLee'}]",,,,
