id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1249802081944428545,1249801793254707212,1586811011000,2020-04-13,16:50:11,EDT,4919082864,govholcomb,Governor Eric Holcomb,,More information may be found at the @StateHealthIN website at  http://coronavirus.in.gov  and the @CDCgov website at  https://www.cdc.gov/coronavirus/2019-ncov/index.html ….,"['statehealthin', 'cdcgov']","['http://coronavirus.in.gov', 'https://www.cdc.gov/coronavirus/2019-ncov/index.html']",[],20,0,7,[],[],https://twitter.com/GovHolcomb/status/1249802081944428545,False,,0,,,,,,,"[{'user_id': '4919082864', 'username': 'GovHolcomb'}, {'user_id': '584069282', 'username': 'StateHealthIN'}, {'user_id': '146569971', 'username': 'CDCgov'}]",,,,
1249801832983080963,1249801793254707212,1586810951000,2020-04-13,16:49:11,EDT,4919082864,govholcomb,Governor Eric Holcomb,,".@Indiana_EDC noted that the total number of PPE donations is likely much higher than 440K as Indiana businesses, charitable organizations & residents across the state have been donating items directly to hospitals & to shelters in their local communities.  https://bit.ly/2wBSV2Z ",['indiana_edc'],['https://bit.ly/2wBSV2Z'],[],3,2,19,[],[],https://twitter.com/GovHolcomb/status/1249801832983080963,False,,0,,,,,,,"[{'user_id': '4919082864', 'username': 'GovHolcomb'}, {'user_id': '467736151', 'username': 'Indiana_EDC'}]",,,,
1249801831548583940,1249801793254707212,1586810951000,2020-04-13,16:49:11,EDT,4919082864,govholcomb,Governor Eric Holcomb,,".@Indiana_EDC, which expects these figures to grow, has been in conversation with more than 450 additional Hoosier companies that have pledged their assistance and are exploring ways to support PPE production and procurement as well as related services.",['indiana_edc'],[],[],2,2,10,[],[],https://twitter.com/GovHolcomb/status/1249801831548583940,False,,0,,,,,,,"[{'user_id': '4919082864', 'username': 'GovHolcomb'}, {'user_id': '467736151', 'username': 'Indiana_EDC'}]",,,,
1249801830202212352,1249801793254707212,1586810951000,2020-04-13,16:49:11,EDT,4919082864,govholcomb,Governor Eric Holcomb,,"➡️ Worldcell Extrusions (Elkhart County) has adjusted production to produce lightweight face shields for medical workers.

In total, the state has ordered more than: 1 million face masks, 763K face shields, 141K gloves, 68K gowns, 10K goggles, and 6.7K bottles of hand sanitizer.",[],[],[],1,3,15,[],[],https://twitter.com/GovHolcomb/status/1249801830202212352,False,,0,,,,,,,"[{'user_id': '4919082864', 'username': 'GovHolcomb'}]",,,,
1249801828579016705,1249801793254707212,1586810950000,2020-04-13,16:49:10,EDT,4919082864,govholcomb,Governor Eric Holcomb,,"➡️ Williams Distribution (Marion County), a minority-owned chemical distribution company in Indianapolis, is leveraging its expertise to support the increased need for PPE and is shipping nearly 48,000 items, including hand sanitizer, medical gowns and gloves, to the state.",[],[],[],2,2,9,[],[],https://twitter.com/GovHolcomb/status/1249801828579016705,False,,0,,,,,,,"[{'user_id': '4919082864', 'username': 'GovHolcomb'}]",,,,
1249801827094274049,1249801793254707212,1586810950000,2020-04-13,16:49:10,EDT,4919082864,govholcomb,Governor Eric Holcomb,,"➡️ Top Stitch (Elkhart County), one of Indiana’s more than 508,000 small businesses, has applied its textile experience to the healthcare industry and is now making medical gowns and surgical face masks, filling orders to the state as well as to customers in the Northeast U.S.",[],[],[],1,3,12,[],[],https://twitter.com/GovHolcomb/status/1249801827094274049,False,,0,,,,,,,"[{'user_id': '4919082864', 'username': 'GovHolcomb'}]",,,,
1249801825747898369,1249801793254707212,1586810950000,2020-04-13,16:49:10,EDT,4919082864,govholcomb,Governor Eric Holcomb,,"➡️ Tiedemann-Bevs Industries (Wayne County), has been operating in Richmond since 1974. TBI, which manufactures interior casket components and distributes essential textiles to hundreds of casket manufacturers in the industry, is now producing 1,000 isolation gowns per week.",[],[],[],2,3,13,[],[],https://twitter.com/GovHolcomb/status/1249801825747898369,False,,0,,,,,,,"[{'user_id': '4919082864', 'username': 'GovHolcomb'}]",,,,
1249801824330285056,1249801793254707212,1586810949000,2020-04-13,16:49:09,EDT,4919082864,govholcomb,Governor Eric Holcomb,,"➡️ @superatvtweet (Jefferson County) has shifted production to make lightweight full face shields, intubation shields and retail employee protective barriers, with plans to produce face shields for the state’s front-line workers.",['superatvtweet'],[],[],2,2,11,[],[],https://twitter.com/GovHolcomb/status/1249801824330285056,False,,0,,,,,,,"[{'user_id': '4919082864', 'username': 'GovHolcomb'}, {'user_id': '166702509', 'username': 'superatvtweet'}]",,,,
1249801822832939013,1249801793254707212,1586810949000,2020-04-13,16:49:09,EDT,4919082864,govholcomb,Governor Eric Holcomb,,"Royer has partnered with Clifty Engineering, also based in Madison, to fabricate and build an additional die cutting machine, which will double its output of face shields.",[],[],[],1,1,11,[],[],https://twitter.com/GovHolcomb/status/1249801822832939013,False,,0,,,,,,,"[{'user_id': '4919082864', 'username': 'GovHolcomb'}]",,,,
1249801821394264067,1249801793254707212,1586810949000,2020-04-13,16:49:09,EDT,4919082864,govholcomb,Governor Eric Holcomb,,"➡️ @RoyerCorp  (Jefferson County) is utilizing its resources to create face shields for medical workers. The Madison-based, family-owned company plans to produce 75,000 weekly pieces, sending 20,000 to support the state’s efforts so far.",['royercorp'],[],[],1,3,14,[],[],https://twitter.com/GovHolcomb/status/1249801821394264067,False,,0,,,,,,,"[{'user_id': '4919082864', 'username': 'GovHolcomb'}, {'user_id': '2168475992', 'username': 'RoyerCorp'}]",,,,
1249801819783606274,1249801793254707212,1586810948000,2020-04-13,16:49:08,EDT,4919082864,govholcomb,Governor Eric Holcomb,,"➡️ @MursixCorp (Delaware County) serves a wide range of customers whose applications range from hospital beds to automotive safety to hybrid electric vehicles. The Yorktown company is now manufacturing up to 500,000 face shields each week.",['mursixcorp'],[],[],1,1,10,[],[],https://twitter.com/GovHolcomb/status/1249801819783606274,False,,0,,,,,,,"[{'user_id': '4919082864', 'username': 'GovHolcomb'}, {'user_id': '1243631887404404742', 'username': 'MursixCorp'}]",,,,
1249801818399440899,1249801793254707212,1586810948000,2020-04-13,16:49:08,EDT,4919082864,govholcomb,Governor Eric Holcomb,,"➡️ Mastercraft (LaGrange County), the world’s largest maker of RV furniture, has been serving manufacturers and direct consumers since 1971. The LaGrange-based company is now using its expertise to manufacture non-medical isolation gowns, producing thousands each week.",[],[],[],2,2,12,[],[],https://twitter.com/GovHolcomb/status/1249801818399440899,False,,0,,,,,,,"[{'user_id': '4919082864', 'username': 'GovHolcomb'}]",,,,
1249801816948211716,1249801793254707212,1586810948000,2020-04-13,16:49:08,EDT,4919082864,govholcomb,Governor Eric Holcomb,,"➡️ @jordanmfg (Newton & White Counties), has shifted production at its Indiana facilities in Monticello and Kentland to make isolation gowns to support healthcare providers, producing 11,500 for the state.",['jordanmfg'],[],[],1,2,11,[],[],https://twitter.com/GovHolcomb/status/1249801816948211716,False,,0,,,,,,,"[{'user_id': '4919082864', 'username': 'GovHolcomb'}, {'user_id': '138504250', 'username': 'jordanmfg'}]",,,,
1249801815509610496,1249801793254707212,1586810947000,2020-04-13,16:49:07,EDT,4919082864,govholcomb,Governor Eric Holcomb,,"➡️ Hentz Manufacturing's (Allen County) Fort Wayne facility has started production of isolation gowns, face masks and face shields and has already filled initial orders for the state. They have already produced 46,600 PPE items and is ramping up its team to meet demand.",[],[],[],1,2,9,[],[],https://twitter.com/GovHolcomb/status/1249801815509610496,False,,0,,,,,,,"[{'user_id': '4919082864', 'username': 'GovHolcomb'}]",,,,
1249801814041595904,1249801793254707212,1586810947000,2020-04-13,16:49:07,EDT,4919082864,govholcomb,Governor Eric Holcomb,,"➡️ GDC Inc. (Elkhart County) plans to start manufacturing disposable full face shields in April and expects to provide 500,000 pieces to the state.",[],[],[],1,2,10,[],[],https://twitter.com/GovHolcomb/status/1249801814041595904,False,,0,,,,,,,"[{'user_id': '4919082864', 'username': 'GovHolcomb'}]",,,,
1249801812493942784,1249801793254707212,1586810946000,2020-04-13,16:49:06,EDT,4919082864,govholcomb,Governor Eric Holcomb,,"➡️ @FleecePE (Hendricks County), has redeployed its engineers and a portion of its flexible manufacturing space to develop, test, document and begin producing lightweight disposable full face shields. The company now has the capacity to produce up to 250,000 per week.",['fleecepe'],[],[],1,1,9,[],[],https://twitter.com/GovHolcomb/status/1249801812493942784,False,,0,,,,,,,"[{'user_id': '4919082864', 'username': 'GovHolcomb'}, {'user_id': '1306354771', 'username': 'FleecePE'}]",,,,
1249801811072081920,1249801793254707212,1586810946000,2020-04-13,16:49:06,EDT,4919082864,govholcomb,Governor Eric Holcomb,,"➡️ @Fatheadz (Marion County) has now shifted its operations to produce fluid protective goggles, safety glasses and shields and plans to fulfill an order of several thousand items to the state yet this week.",['fatheadz'],[],[],1,1,10,[],[],https://twitter.com/GovHolcomb/status/1249801811072081920,False,,0,,,,,,,"[{'user_id': '4919082864', 'username': 'GovHolcomb'}, {'user_id': '67504519', 'username': 'Fatheadz'}]",,,,
