,TV_show,review_title,review_content,review_helpful,review_rating,review_date
0,My Name Is Earl, Jason Lee is perfect in this show and it was great!,"My husband and I are great fans of Jason Lee's movie roles. We were really looking forward to this show and it totally delivered. You know a show is good if the funniest jokes aren't wasted in the trailer. Funny, well-written with great timing and direction. I instantly set my DVR to record all episodes to make sure I don't miss a single one. I thought the premise was very unique and while Earl appears to be a stereotype, there are unplumbed depths. The peripheral characters are a hoot, the choice of music also elicited quite a few laughs.<br/><br/>I am hoping the rest of the season holds up to the extremely well-done pilot. I think this really could be a classic, besides we have the promise of 258 possible episodes!<br/><br/>12/27 Footnote: The show has exceeded all my expectations and I am happy to see Earl adding to his list - so we could have inifinite episodes - yippeee.",156 out of 175 found this helpful.,,20 September 2005
1,My Name Is Earl," Finally, funny TV!","I'm not much of a TV watcher anymore, as most stuff these days doesn't appeal to me, especially the whole ""reality TV"" trend. It's not often that a show comes along that is original in concept (or, at least in presentation!), and that makes me laugh all the way through.<br/><br/>Having said this, we caught this show on the TiVo, and it's just plain funny. It's more for mature audiences, and if you grew up in redneck USA (like I did) in the 80's, it'll leave you in stitches. Plus, there is a bit of a message presented as well. ""Do good deeds to others, and good things will happen to you."" In a sort of bizarre, twisted way, you could call this the ""Kung Fu"" of the 00's. <br/><br/>Lee does an excellent job of narration and acting, and the rest of the cast is pretty much perfect at their roles, even in the first episode. I had never really heard of him until his (quite good) performance in ""The Incredibles"", but his acting is really impressive.<br/><br/>It's funny. Best stuff I've seen in years. Watch it and see for yourself.",101 out of 112 found this helpful.,,23 September 2005
2,My Name Is Earl," pilot was fantastic, can it continue...","OK, it was only one episode, but it was very funny. Jason Lee, best known to me, from Mumford and most Kevin Smith movies, was perfect. His dumb brother, Randy, played by Kevin Smith alum, Ethan Suplee was fun as well. Jaime Pressly oddly was the best cast. ALthough I believed the brothers were redneck bums, down on there luck, house breaking into losers...Jaime was the best suited to her character. She was picture perfect as the just a little too old, old time beauty queen tramp. She was a blast. In fact all the characters had features of them that stood out. I'm marking Tuesday night at 8 pm on my calender. This show (if one show is any indication...) is a keeper.<br/><br/>9 out of 10 or better.<br/><br/>update...<br/><br/>Season One is just ending, and yes, the show chugged along nicely throughout the season. Too bad it's already changed nights (to Thursday opposite CSI) but that's a small price to pay for a funny show like this one. Here's to a great second season, cheers.",144 out of 164 found this helpful.,10.0,21 September 2005
3,My Name Is Earl, Finally something original,"I loved the show........but what I loved most was finally seeing something that showed some semblance of an original thought. Time will tell how good or bad this show is but I think it is off to a great start..Almost every show that debuts today is simply the repackaging of a previous idea or concept.My name is Earl is an obvious attempt to provide something different and hopefully far better than todays traditional boiler-plate sitcom model.Expect that this show will break new ground in television and someday will be mentioned with other shows like ""Married with Children "" or"" All in the Family"" that stretched the limits while showcasing the dysfunctional direction of family life in todays America.",87 out of 98 found this helpful.,,21 September 2005
4,My Name Is Earl, FINALLY! Been hungering for something fresh and new like this!,"I haven't gotten into anything new as far as a live action series since Seinfeld went off the air. Most comedy series are lame, not funny and predictable with laugh tracks.. Its like, ""Oh, I was supposed to laugh at that?"". Finally with ""Earl"" there is something new to get into watching again with an original idea. This show is very funny, has great characters, scenes, directing and doesn't prompt you to laugh with a laugh track. Jason Lee was on Leno a week or so ago pluggin his show and is really funny, and talks much the same as his character. Guess thats how he delves into it so easy. I hope this show sticks around for a while. After years of Reality TV and a bunch of played out stupid comedy series this is a welcome treat!",121 out of 139 found this helpful.,,2 October 2005
5,My Name Is Earl," Great new show! If you like the Coen brothers films, you might love this","I saw the first episode of ""My Name Is Earl"" last night, (9 p.m. on NBC) and I just had to plug it. I thought it was brilliant - wonderfully cast, written, and directed. I hope the show is a hit and keeps it up.<br/><br/>If the Coen brothers wrote and directed a TV sitcom, it could be very much like this show.<br/><br/>The premise is simple: Earl (the very likable Jason Lee, often seen in Kevin Smith films, and whose on screen demeanor sometimes reminds me of Chevy Chase in his youthful prime) is Earl, a small-time raggedy thief who snags a $100,000 winning lottery ticket. Seconds later he's mowed down by a car, and the ticket floats away in the breeze. While recovering in the hospital, doped up on morphine, he watches a TV show with MTV host Carson Daly talking about doing good deeds so that good things will happen to you...and he comes up with the the idea of repairing his mess of a life by making a list of all the people he's harmed in the past, tracking them down one by one, and making amends however he can.<br/><br/>When Earl briefly thinks of backing out on his plan, the ticket miraculously floats back seemingly out of nowhere..inspiring him to keep up the good work. Karma is a funny thing, as the tagline says.<br/><br/>The inimitable evil vixen Jaime Pressley (as his trashy ex-wife Joy) is part of a great supporting cast, and the superior writing and directing of the show gives it a comedic, quirky quality that reminded my husband and myself of Coen brothers' films such as ""Raising Arizona"". I hope the show can keep the quality up as the season progresses. The bar's been set pretty high with this first episode.<br/><br/>Anyway, ""My Name Is Earl"" is on NBC on Tuesdays at 9:00. Give it a whirl, and let's keep this one on the air, as long as the creators can maintain the quality of its premiere. As long as it keeps its sharp wit and avoids sinking into maudlin sentimentality, it should stay a winner.",142 out of 165 found this helpful.,,21 September 2005
6,My Name Is Earl, This Show is So Good That I Expect It To Be Cancelled,"I rarely watch sitcoms any more because they are normally both inane and indistinguishable from one another. This show may actually induce me to watch it on a regular basis. If you liked ""Raising Arizona"", you just might like ""My Name Is Earl"". After I watched the first episode I did an online search to find out who the creative forces were behind it. In doing so I stumbled into a review that described Earl as the illegitimate son of Nicholas Cage in ""Raising Arizona"". That just about nails the character. In In fact, while recounting the season opener to a friend who had missed it, I nearly called Earl, Hi. Catch it before it's gone. If you didn't think the first episode was brilliant, then this show is just not for you.",87 out of 100 found this helpful.,,26 September 2005
7,My Name Is Earl, One of this seasons Best new shows,"I am a Jason Lee fan and when I saw the advertisements for his show, I was a little skeptical. I thought it was going to be all hype and not funny. But,I watched the premiere last night and I couldn't stop laughing. You have to understand the humor to get the jokes, but it is so worth it. I think this is going to be a huge hit for NBC and Lee. The cast was awesome and a great combination. It is nice to see Jason Lee and Ethan Suplee on the screen together again.If you get the chance watch this show. You won't be sorry. It is also followed by another great show The Office. I think they work well together. Tuesday nights are better than they used to be.I hope that NBC keeps this show around for several seasons.",77 out of 89 found this helpful.,,21 September 2005
8,My Name Is Earl, good stuff,"This show was really funny. Jason Lee kills me any time anything comes out of his mouth in this show. His character is like Brodie from Mallrats all grown up. Ethan Slupe looks like he's shed a few pounds, but he's also GREAT in his role. These small town rednecks that everyone in town probably crosses the street when they see these 2 brothers walking their way on the same sidewalk. Wise cracks in true Lee style, with his goofy smile-almost as funny as the punchline to most of the jokes on the show. It's almost as good as if Kevin Smith himself directed &amp; produced the show himself I hope this show continues to be as funny as the pilot &amp; stays on the air for years and years to come.",66 out of 78 found this helpful.,,22 September 2005
9,My Name Is Earl, No Words to say!... Way beyond AWESOME!,"This show is way beyond awesome... <br/><br/>The Show has everything that a good show need... Comedy, Action, Suspense, Horror, Romance...<br/><br/>The best part is the suspense maintained throughout each episode from starting to end.<br/><br/>The cast chosen is perfect, their role is perfect, the acting is perfect. The show is so awesome that even if you watch it 100th time, you wont feel bored instead it feels like a new episode.<br/><br/>After everything I still don't understand why the ENDED the series in middle.",10 out of 10 found this helpful.,10.0,14 December 2010
